itemid,arg1,arg2,sent1,sent2,arg1_arg2,sent1_sent2,majoritylabel_sampled,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst,arg1-as-subst,differentcon,norel
wiki_049,"Biotechnology is a broad area of biology, involving the use of living systems and organisms to develop or make products.","Depending on the tools and applications, it often overlaps with related scientific fields. In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests.","Biotechnology is a broad area of biology, involving the use of living systems and organisms to develop or make products.","Depending on the tools and applications, it often overlaps with related scientific fields.","Biotechnology is a broad area of biology, involving the use of living systems and organisms to develop or make products. Depending on the tools and applications, it often overlaps with related scientific fields. In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests.","Biotechnology is a broad area of biology, involving the use of living systems and organisms to develop or make products. Depending on the tools and applications, it often overlaps with related scientific fields.",arg2-as-detail,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0.2,0,0.1,0.4,0,0,0,0,0,0,0,0,0
wiki_050,"Biotechnology is a broad area of biology, involving the use of living systems and organisms to develop or make products. Depending on the tools and applications, it often overlaps with related scientific fields.","In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests. The term _ biotechnology _ was first used by Karl Ereky in 1919, meaning the production of products from raw materials with the aid of living organisms.","Depending on the tools and applications, it often overlaps with related scientific fields.","In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests.","Biotechnology is a broad area of biology, involving the use of living systems and organisms to develop or make products. Depending on the tools and applications, it often overlaps with related scientific fields. In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests. The term _ biotechnology _ was first used by Karl Ereky in 1919, meaning the production of products from raw materials with the aid of living organisms.","Depending on the tools and applications, it often overlaps with related scientific fields. In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests.",arg2-as-detail,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0,0.5,0,0,0.1,0,0,0,0,0,0
wiki_051,"Biotechnology is a broad area of biology, involving the use of living systems and organisms to develop or make products. Depending on the tools and applications, it often overlaps with related scientific fields. In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests.","The term _ biotechnology _ was first used by Karl Ereky in 1919, meaning the production of products from raw materials with the aid of living organisms.","In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests.","The term _ biotechnology _ was first used by Karl Ereky in 1919, meaning the production of products from raw materials with the aid of living organisms.","Biotechnology is a broad area of biology, involving the use of living systems and organisms to develop or make products. Depending on the tools and applications, it often overlaps with related scientific fields. In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests. The term _ biotechnology _ was first used by Karl Ereky in 1919, meaning the production of products from raw materials with the aid of living organisms.","In the late 20th and early 21st centuries, biotechnology has expanded to include new and diverse sciences, such as genomics, recombinant gene techniques, applied immunology, and development of pharmaceutical therapies and diagnostic tests. The term _ biotechnology _ was first used by Karl Ereky in 1919, meaning the production of products from raw materials with the aid of living organisms.",conjunction,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
wiki_052,"Gaius Julius Caesar (_ SEE -zər _, Latin : [ˈɡaːiʊs ˈjuːliʊs ˈkae̯sar]; 12 July 100 BC – 15 March 44 BC) was a Roman general and statesman who played a critical role in the events that led to the demise of the Roman Republic and the rise of the Roman Empire. In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years.","Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory.","In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years.","Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero.","Gaius Julius Caesar (_ SEE -zər _, Latin : [ˈɡaːiʊs ˈjuːliʊs ˈkae̯sar]; 12 July 100 BC – 15 March 44 BC) was a Roman general and statesman who played a critical role in the events that led to the demise of the Roman Republic and the rise of the Roman Empire. In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory.","In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero.",result,0,0.2,0.1,0,0.4,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0
wiki_053,"In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero.","Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river.","Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero.","Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory.","In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river.","Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory.",arg2-as-denier,0,0,0,0,0.3,0,0,0,0,0,0,0,0.5,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
wiki_054,"In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river.","These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC. With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome.",During this time he both invaded Britain and built a bridge across the Rhine river.,"These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC.","In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river. These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC. With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome.","During this time he both invaded Britain and built a bridge across the Rhine river. These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC.",result,0,0.1,0,0,0.7,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0
wiki_055,"In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river. These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC.","With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome. Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army.","These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC.","With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome.","In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river. These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC. With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome. Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army.","These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC. With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome.",result,0,0.2,0,0,0.4,0,0,0,0,0.1,0,0,0.1,0.1,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0
wiki_056,"In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river. These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC. With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome.","Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army. This began Caesar's civil war, which he won, leaving him in a position of near unchallenged power and influence.","With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome.","Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army.","In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river. These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC. With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome. Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army. This began Caesar's civil war, which he won, leaving him in a position of near unchallenged power and influence.","With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome. Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army.",result,0,0.1,0,0,0.6,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wiki_057,"In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river. These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC. With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome. Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army.","This began Caesar's civil war, which he won, leaving him in a position of near unchallenged power and influence.","Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army.","This began Caesar's civil war, which he won, leaving him in a position of near unchallenged power and influence.","In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river. These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC. With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome. Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army. This began Caesar's civil war, which he won, leaving him in a position of near unchallenged power and influence.","Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army. This began Caesar's civil war, which he won, leaving him in a position of near unchallenged power and influence.",result,0,0.1,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.1,0,0,0,0,0,0,0
wiki_058,"In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river. These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC. With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome. Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army. This began Caesar's civil war, which he won, leaving him in a position of near unchallenged power and influence. After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar.",He gave citizenship to many residents of far regions of the Roman Republic. He initiated land reform and support for veterans.,"After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar.",He gave citizenship to many residents of far regions of the Roman Republic.,"In 60 BC, Caesar, Crassus and Pompey formed the First Triumvirate, a political alliance that dominated Roman politics for several years. Their attempts to amass power as _ Populares _ were opposed by the _ Optimates _ within the Roman Senate, among them Cato the Younger with the frequent support of Cicero. Caesar rose to become one of the most powerful politicians in the Roman Republic through a string of military victories in the Gallic Wars, completed by 51 BC, which greatly extended Roman territory. During this time he both invaded Britain and built a bridge across the Rhine river. These achievements and the support of his veteran army threatened to eclipse the standing of Pompey, who had realigned himself with the Senate after the death of Crassus in 53 BC. With the Gallic Wars concluded, the Senate ordered Caesar to step down from his military command and return to Rome. Leaving his command in Gaul would mean losing his immunity to criminal prosecution by his enemies; knowing this, Caesar openly defied the Senate's authority by crossing the Rubicon and marching towards Rome at the head of an army. This began Caesar's civil war, which he won, leaving him in a position of near unchallenged power and influence. After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar. He gave citizenship to many residents of far regions of the Roman Republic. He initiated land reform and support for veterans.","After assuming control of government, Caesar began a program of social and governmental reforms, including the creation of the Julian calendar. He gave citizenship to many residents of far regions of the Roman Republic.",conjunction,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.3,0,0.1,0,0,0,0,0,0,0,0,0
