,synchronous,asynchronous,cause,purpose,concession,contrast,similarity,conjunction,disjunction,instantiation,level-of-detail,substitution
3489,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3490,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3491,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3492,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3493,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3494,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3495,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3496,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3497,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3498,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3499,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3500,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,V,¬V
3501,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3502,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3503,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3504,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3505,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3506,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3507,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3508,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3509,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3510,¬V,¬V,¬V,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V
3511,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3512,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3513,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3514,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3515,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3516,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3517,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3518,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3519,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3520,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3521,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3522,V,V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3523,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3524,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3525,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3526,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3527,V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3528,¬V,¬V,V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3529,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3530,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V,¬V,¬V,¬V
3531,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3532,¬V,V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3533,¬V,V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3534,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3535,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3536,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3537,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3538,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3539,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3540,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3541,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3542,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3543,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3544,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3545,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
3546,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3547,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3548,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3549,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V,¬V,¬V,¬V
3550,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3551,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3552,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3553,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3554,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3555,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3556,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3557,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3558,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3559,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3560,¬V,V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3561,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3562,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3563,¬V,V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3564,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3565,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3566,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3567,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3568,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3569,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3570,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3571,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3572,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3573,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3574,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3575,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3576,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3577,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3578,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3579,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3580,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3581,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3582,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3583,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3584,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3585,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3586,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3587,¬V,V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3588,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3589,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3590,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3591,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3592,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3593,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3594,¬V,¬V,¬V,¬V,¬V,¬V,V,V,¬V,¬V,¬V,¬V
3595,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3596,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3597,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3598,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3599,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3600,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3601,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3602,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3603,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3604,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3605,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3606,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3607,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3608,¬V,V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3609,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,V,¬V,¬V
3610,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3611,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3612,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3613,¬V,V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3614,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3615,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V
3616,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3617,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3618,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3619,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3620,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3621,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3622,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3623,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3624,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3625,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3626,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3627,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V
3628,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3629,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V,¬V,¬V,¬V
3630,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3631,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3632,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3633,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3634,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3635,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3636,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V
3637,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3638,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3639,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3640,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3641,¬V,V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3642,¬V,¬V,¬V,¬V,¬V,V,¬V,V,¬V,¬V,¬V,¬V
3643,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3644,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3645,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3646,¬V,¬V,¬V,¬V,¬V,¬V,V,V,¬V,¬V,¬V,¬V
3647,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3648,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V
3649,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3650,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3651,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3652,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3653,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3654,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3655,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3656,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3657,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3658,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3659,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V,¬V,¬V,¬V
3660,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V
3661,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3662,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3663,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
3664,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3665,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3666,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3667,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3668,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3669,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3670,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3671,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3672,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3673,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3674,¬V,¬V,¬V,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V
3675,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
3676,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3677,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3678,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
3679,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3680,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3681,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3682,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3683,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3684,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3685,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3686,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3687,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3688,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3689,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3690,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3691,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V,¬V,V,¬V
3692,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3693,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V
3694,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3695,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3696,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3697,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3698,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3699,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3700,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3701,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3702,¬V,¬V,¬V,¬V,¬V,V,¬V,V,¬V,¬V,¬V,¬V
3703,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3704,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3705,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3706,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V
3707,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3708,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3709,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3710,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3711,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3712,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3713,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3714,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3715,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3716,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
3717,¬V,V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3718,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V
3719,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3720,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3721,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3722,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3723,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3724,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,V,¬V,¬V
3725,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3726,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3727,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3728,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3729,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3730,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,V,¬V,¬V
3731,¬V,¬V,¬V,¬V,¬V,V,¬V,V,¬V,¬V,¬V,¬V
3732,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3733,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3734,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3735,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3736,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,V,¬V,¬V
3737,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3738,¬V,V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3739,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3740,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3741,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3742,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3743,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3744,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,V,¬V,¬V
3745,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3746,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3747,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
3748,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3749,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3750,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3751,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3752,V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3753,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3754,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3755,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3756,V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3757,¬V,V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3758,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3759,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3760,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,V,¬V
3761,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3762,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3763,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3764,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3765,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3766,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3767,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3768,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
3769,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3770,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
3771,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,V,¬V
3772,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3773,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3774,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
3775,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V
3776,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
